Star Wars (1977)	Star Wars (1977)	1.0
Star Wars (1977)	Return of the Jedi (1983)	0.8679145
Star Wars (1977)	Empire Strikes Back, The (1980)	0.719473
Star Wars (1977)	Raiders of the Lost Ark (1981)	0.677773
Star Wars (1977)	Indiana Jones and the Last Crusade (1989)	0.5780304
Star Wars (1977)	Godfather, The (1972)	0.5263133
Star Wars (1977)	Princess Bride, The (1987)	0.52134955
Star Wars (1977)	Toy Story (1995)	0.48095858
Star Wars (1977)	Monty Python and the Holy Grail (1974)	0.46568364
Star Wars (1977)	Men in Black (1997)	0.45957446
Star Wars (1977)	Silence of the Lambs, The (1991)	0.43706796
Fargo (1996)	Fargo (1996)	1.0000001
Fargo (1996)	Twelve Monkeys (1995)	0.5358767
Fargo (1996)	Pulp Fiction (1994)	0.47884026
Fargo (1996)	Usual Suspects, The (1995)	0.46463823
Fargo (1996)	Godfather, The (1972)	0.4465349
Fargo (1996)	Leaving Las Vegas (1995)	0.4391557
Fargo (1996)	Lone Star (1996)	0.4373397
Fargo (1996)	Jerry Maguire (1996)	0.4336263
Fargo (1996)	Silence of the Lambs, The (1991)	0.43029642
Fargo (1996)	Shawshank Redemption, The (1994)	0.4095128
Fargo (1996)	Toy Story (1995)	0.4029185
Return of the Jedi (1983)	Return of the Jedi (1983)	1.0
Return of the Jedi (1983)	Star Wars (1977)	0.8679145
Return of the Jedi (1983)	Empire Strikes Back, The (1980)	0.6793413
Return of the Jedi (1983)	Raiders of the Lost Ark (1981)	0.5700428
Return of the Jedi (1983)	Indiana Jones and the Last Crusade (1989)	0.52906626
Return of the Jedi (1983)	Men in Black (1997)	0.49819693
Return of the Jedi (1983)	Hunt for Red October, The (1990)	0.46655387
Return of the Jedi (1983)	Toy Story (1995)	0.43501532
Return of the Jedi (1983)	Princess Bride, The (1987)	0.41150862
Return of the Jedi (1983)	Godfather, The (1972)	0.40911362
Return of the Jedi (1983)	Monty Python and the Holy Grail (1974)	0.40070385
Godfather, The (1972)	Godfather, The (1972)	1.0
Godfather, The (1972)	Godfather: Part II, The (1974)	0.66092765
Godfather, The (1972)	Star Wars (1977)	0.5263133
Godfather, The (1972)	Boot, Das (1981)	0.49088573
Godfather, The (1972)	GoodFellas (1990)	0.4736999
Godfather, The (1972)	Donnie Brasco (1997)	0.44787285
Godfather, The (1972)	Taxi Driver (1976)	0.44713947
Godfather, The (1972)	Fargo (1996)	0.4465349
Godfather, The (1972)	Return of the Jedi (1983)	0.40911362
Godfather, The (1972)	Raging Bull (1980)	0.4068263
Godfather, The (1972)	Lawrence of Arabia (1962)	0.38371775
Raiders of the Lost Ark (1981)	Raiders of the Lost Ark (1981)	0.99999994
Raiders of the Lost Ark (1981)	Empire Strikes Back, The (1980)	0.75406706
Raiders of the Lost Ark (1981)	Indiana Jones and the Last Crusade (1989)	0.67904514
Raiders of the Lost Ark (1981)	Star Wars (1977)	0.677773
Raiders of the Lost Ark (1981)	Terminator, The (1984)	0.6200634
Raiders of the Lost Ark (1981)	Fugitive, The (1993)	0.61173546
Raiders of the Lost Ark (1981)	Terminator 2: Judgment Day (1991)	0.5971681
Raiders of the Lost Ark (1981)	Princess Bride, The (1987)	0.5869707
Raiders of the Lost Ark (1981)	Silence of the Lambs, The (1991)	0.57248104
Raiders of the Lost Ark (1981)	Return of the Jedi (1983)	0.5700428
Raiders of the Lost Ark (1981)	Die Hard (1988)	0.55906
Silence of the Lambs, The (1991)	Silence of the Lambs, The (1991)	1.0
Silence of the Lambs, The (1991)	Pulp Fiction (1994)	0.6139177
Silence of the Lambs, The (1991)	Fugitive, The (1993)	0.5844457
Silence of the Lambs, The (1991)	Usual Suspects, The (1995)	0.5816658
Silence of the Lambs, The (1991)	Raiders of the Lost Ark (1981)	0.57248104
Silence of the Lambs, The (1991)	Alien (1979)	0.5642205
Silence of the Lambs, The (1991)	Aliens (1986)	0.5331216
Silence of the Lambs, The (1991)	Shawshank Redemption, The (1994)	0.5311892
Silence of the Lambs, The (1991)	One Flew Over the Cuckoo's Nest (1975)	0.52270424
Silence of the Lambs, The (1991)	When Harry Met Sally... (1989)	0.5214573
Silence of the Lambs, The (1991)	Psycho (1960)	0.5143284
Contact (1997)	Contact (1997)	1.0
Contact (1997)	Phenomenon (1996)	0.38095126
Contact (1997)	Star Wars (1977)	0.36503837
Contact (1997)	Return of the Jedi (1983)	0.3488275
Contact (1997)	Saint, The (1997)	0.34873834
Contact (1997)	Twister (1996)	0.3438972
Contact (1997)	Star Trek: First Contact (1996)	0.32730922
Contact (1997)	Starship Troopers (1997)	0.3264575
Contact (1997)	Raiders of the Lost Ark (1981)	0.320876
Contact (1997)	Twelve Monkeys (1995)	0.29905626
Contact (1997)	Princess Bride, The (1987)	0.2958002
Toy Story (1995)	Toy Story (1995)	1.0000001
Toy Story (1995)	Star Wars (1977)	0.48095858
Toy Story (1995)	Beauty and the Beast (1991)	0.43878937
Toy Story (1995)	Return of the Jedi (1983)	0.43501532
Toy Story (1995)	Aladdin (1992)	0.43383637
Toy Story (1995)	Twelve Monkeys (1995)	0.4211413
Toy Story (1995)	Fargo (1996)	0.4029185
Toy Story (1995)	Ransom (1996)	0.39877027
Toy Story (1995)	Close Shave, A (1995)	0.38168135
Toy Story (1995)	Schindler's List (1993)	0.3725421
Toy Story (1995)	Hunt for Red October, The (1990)	0.369741
English Patient, The (1996)	English Patient, The (1996)	0.9999999
English Patient, The (1996)	Boogie Nights (1997)	0.36938575
English Patient, The (1996)	Third Man, The (1949)	0.33391896
English Patient, The (1996)	Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	0.33214176
English Patient, The (1996)	L.A. Confidential (1997)	0.32505476
English Patient, The (1996)	Fargo (1996)	0.30899417
English Patient, The (1996)	Dead Man Walking (1995)	0.30787572
English Patient, The (1996)	Anna Karenina (1997)	0.30338198
English Patient, The (1996)	Ice Storm, The (1997)	0.2996423
English Patient, The (1996)	To Kill a Mockingbird (1962)	0.2921798
English Patient, The (1996)	Trainspotting (1996)	0.29060793
Pulp Fiction (1994)	Pulp Fiction (1994)	0.9999998
Pulp Fiction (1994)	Silence of the Lambs, The (1991)	0.6139177
Pulp Fiction (1994)	Usual Suspects, The (1995)	0.6117845
Pulp Fiction (1994)	Reservoir Dogs (1992)	0.55373025
Pulp Fiction (1994)	Fugitive, The (1993)	0.5384317
Pulp Fiction (1994)	Raiders of the Lost Ark (1981)	0.51950324
Pulp Fiction (1994)	Blade Runner (1982)	0.5169192
Pulp Fiction (1994)	Shawshank Redemption, The (1994)	0.5037962
Pulp Fiction (1994)	Apocalypse Now (1979)	0.5001208
Pulp Fiction (1994)	Terminator 2: Judgment Day (1991)	0.4969543
Pulp Fiction (1994)	Empire Strikes Back, The (1980)	0.48711166
Empire Strikes Back, The (1980)	Empire Strikes Back, The (1980)	1.0
Empire Strikes Back, The (1980)	Raiders of the Lost Ark (1981)	0.75406706
Empire Strikes Back, The (1980)	Star Wars (1977)	0.719473
Empire Strikes Back, The (1980)	Return of the Jedi (1983)	0.6793413
Empire Strikes Back, The (1980)	Indiana Jones and the Last Crusade (1989)	0.67647195
Empire Strikes Back, The (1980)	Princess Bride, The (1987)	0.56906354
Empire Strikes Back, The (1980)	Terminator 2: Judgment Day (1991)	0.55211145
Empire Strikes Back, The (1980)	Blade Runner (1982)	0.5506991
Empire Strikes Back, The (1980)	Jurassic Park (1993)	0.540548
Empire Strikes Back, The (1980)	Fugitive, The (1993)	0.53552276
Empire Strikes Back, The (1980)	Back to the Future (1985)	0.52358055
Titanic (1997)	Titanic (1997)	1.0000001
Titanic (1997)	Good Will Hunting (1997)	0.5593017
Titanic (1997)	Apt Pupil (1998)	0.43483737
Titanic (1997)	Tomorrow Never Dies (1997)	0.42872447
Titanic (1997)	Amistad (1997)	0.42293724
Titanic (1997)	As Good As It Gets (1997)	0.40506697
Titanic (1997)	Great Expectations (1998)	0.37520096
Titanic (1997)	L.A. Confidential (1997)	0.3464194
Titanic (1997)	Wedding Singer, The (1998)	0.34192106
Titanic (1997)	Wag the Dog (1997)	0.34163556
Titanic (1997)	Man Who Knew Too Little, The (1997)	0.31556436
Schindler's List (1993)	Schindler's List (1993)	1.0
Schindler's List (1993)	Shawshank Redemption, The (1994)	0.64131594
Schindler's List (1993)	Braveheart (1995)	0.56067556
Schindler's List (1993)	Forrest Gump (1994)	0.5601127
Schindler's List (1993)	One Flew Over the Cuckoo's Nest (1975)	0.54951674
Schindler's List (1993)	Amadeus (1984)	0.5288292
Schindler's List (1993)	Dead Poets Society (1989)	0.5197359
Schindler's List (1993)	Usual Suspects, The (1995)	0.49052072
Schindler's List (1993)	To Kill a Mockingbird (1962)	0.4860564
Schindler's List (1993)	Gandhi (1982)	0.4784532
Schindler's List (1993)	Silence of the Lambs, The (1991)	0.47397065
Fugitive, The (1993)	Fugitive, The (1993)	1.0000001
Fugitive, The (1993)	Raiders of the Lost Ark (1981)	0.61173546
Fugitive, The (1993)	Silence of the Lambs, The (1991)	0.5844457
Fugitive, The (1993)	Terminator 2: Judgment Day (1991)	0.542272
Fugitive, The (1993)	Pulp Fiction (1994)	0.5384317
Fugitive, The (1993)	Empire Strikes Back, The (1980)	0.53552276
Fugitive, The (1993)	Speed (1994)	0.52238005
Fugitive, The (1993)	Hunt for Red October, The (1990)	0.5170895
Fugitive, The (1993)	Indiana Jones and the Last Crusade (1989)	0.516145
Fugitive, The (1993)	Jurassic Park (1993)	0.4949477
Fugitive, The (1993)	Alien (1979)	0.46878755
Twelve Monkeys (1995)	Twelve Monkeys (1995)	1.0
Twelve Monkeys (1995)	Fargo (1996)	0.5358767
Twelve Monkeys (1995)	Rock, The (1996)	0.4378349
Twelve Monkeys (1995)	Blade Runner (1982)	0.43626514
Twelve Monkeys (1995)	Alien (1979)	0.421628
Twelve Monkeys (1995)	Toy Story (1995)	0.4211413
Twelve Monkeys (1995)	Pulp Fiction (1994)	0.40244967
Twelve Monkeys (1995)	Brazil (1985)	0.39399958
Twelve Monkeys (1995)	Sleepers (1996)	0.3865577
Twelve Monkeys (1995)	Terminator 2: Judgment Day (1991)	0.3800131
Twelve Monkeys (1995)	Bound (1996)	0.36980534
Shawshank Redemption, The (1994)	Shawshank Redemption, The (1994)	1.0000001
Shawshank Redemption, The (1994)	Usual Suspects, The (1995)	0.65098345
Shawshank Redemption, The (1994)	Schindler's List (1993)	0.64131594
Shawshank Redemption, The (1994)	Forrest Gump (1994)	0.55503625
Shawshank Redemption, The (1994)	Silence of the Lambs, The (1991)	0.5311892
Shawshank Redemption, The (1994)	One Flew Over the Cuckoo's Nest (1975)	0.51889616
Shawshank Redemption, The (1994)	Pulp Fiction (1994)	0.5037962
Shawshank Redemption, The (1994)	Braveheart (1995)	0.5027013
Shawshank Redemption, The (1994)	It's a Wonderful Life (1946)	0.5023953
Shawshank Redemption, The (1994)	Empire Strikes Back, The (1980)	0.44544038
Shawshank Redemption, The (1994)	Dead Poets Society (1989)	0.44021732
Air Force One (1997)	Air Force One (1997)	1.0
Air Force One (1997)	Conspiracy Theory (1997)	0.459489
Air Force One (1997)	Ransom (1996)	0.41313797
Air Force One (1997)	Jerry Maguire (1996)	0.3582289
Air Force One (1997)	Saint, The (1997)	0.3370398
Air Force One (1997)	Devil's Own, The (1997)	0.3334982
Air Force One (1997)	Courage Under Fire (1996)	0.31092942
Air Force One (1997)	Star Trek: First Contact (1996)	0.31001997
Air Force One (1997)	Anastasia (1997)	0.30589923
Air Force One (1997)	Peacemaker, The (1997)	0.30525002
Air Force One (1997)	Sense and Sensibility (1995)	0.2920556
Princess Bride, The (1987)	Princess Bride, The (1987)	1.0
Princess Bride, The (1987)	Monty Python and the Holy Grail (1974)	0.61031646
Princess Bride, The (1987)	Raiders of the Lost Ark (1981)	0.5869707
Princess Bride, The (1987)	Empire Strikes Back, The (1980)	0.56906354
Princess Bride, The (1987)	Star Wars (1977)	0.52134955
Princess Bride, The (1987)	This Is Spinal Tap (1984)	0.48889598
Princess Bride, The (1987)	Pulp Fiction (1994)	0.4789306
Princess Bride, The (1987)	Indiana Jones and the Last Crusade (1989)	0.4732793
Princess Bride, The (1987)	Silence of the Lambs, The (1991)	0.47265947
Princess Bride, The (1987)	When Harry Met Sally... (1989)	0.46495864
Princess Bride, The (1987)	Raising Arizona (1987)	0.45920563
Jerry Maguire (1996)	Jerry Maguire (1996)	0.9999999
Jerry Maguire (1996)	Fargo (1996)	0.4336263
Jerry Maguire (1996)	Sense and Sensibility (1995)	0.38380626
Jerry Maguire (1996)	Forrest Gump (1994)	0.38073376
Jerry Maguire (1996)	Toy Story (1995)	0.36840025
Jerry Maguire (1996)	Up Close and Personal (1996)	0.36835656
Jerry Maguire (1996)	Mission: Impossible (1996)	0.36738604
Jerry Maguire (1996)	Silence of the Lambs, The (1991)	0.3596593
Jerry Maguire (1996)	Air Force One (1997)	0.3582289
Jerry Maguire (1996)	Ransom (1996)	0.3571219
Jerry Maguire (1996)	Some Folks Call It a Sling Blade (1993)	0.3426763
Scream (1996)	Scream (1996)	1.0000001
Scream (1996)	I Know What You Did Last Summer (1997)	0.4695459
Scream (1996)	Scream 2 (1997)	0.4490678
Scream (1996)	Game, The (1997)	0.37682408
Scream (1996)	Interview with the Vampire (1994)	0.35040757
Scream (1996)	Nightmare on Elm Street, A (1984)	0.3459786
Scream (1996)	Seven (Se7en) (1995)	0.33687642
Scream (1996)	Winter Guest, The (1997)	0.3321064
Scream (1996)	Craft, The (1996)	0.3198482
Scream (1996)	Leaving Las Vegas (1995)	0.3153083
Scream (1996)	Spawn (1997)	0.3150702
Monty Python and the Holy Grail (1974)	Monty Python and the Holy Grail (1974)	0.9999999
Monty Python and the Holy Grail (1974)	This Is Spinal Tap (1984)	0.6137628
Monty Python and the Holy Grail (1974)	Princess Bride, The (1987)	0.61031646
Monty Python and the Holy Grail (1974)	Blues Brothers, The (1980)	0.56207126
Monty Python and the Holy Grail (1974)	Monty Python's Life of Brian (1979)	0.5609297
Monty Python and the Holy Grail (1974)	Raiders of the Lost Ark (1981)	0.55445635
Monty Python and the Holy Grail (1974)	Sting, The (1973)	0.5054108
Monty Python and the Holy Grail (1974)	Indiana Jones and the Last Crusade (1989)	0.5037425
Monty Python and the Holy Grail (1974)	Silence of the Lambs, The (1991)	0.4760703
Monty Python and the Holy Grail (1974)	Empire Strikes Back, The (1980)	0.46983492
Monty Python and the Holy Grail (1974)	Back to the Future (1985)	0.46977335
Rock, The (1996)	Rock, The (1996)	1.0
Rock, The (1996)	Independence Day (ID4) (1996)	0.51211923
Rock, The (1996)	Mission: Impossible (1996)	0.47746247
Rock, The (1996)	Ransom (1996)	0.46244654
Rock, The (1996)	Time to Kill, A (1996)	0.4616174
Rock, The (1996)	Eraser (1996)	0.45900878
Rock, The (1996)	Twelve Monkeys (1995)	0.4378349
Rock, The (1996)	Phenomenon (1996)	0.37615094
Rock, The (1996)	Face/Off (1997)	0.37593186
Rock, The (1996)	Courage Under Fire (1996)	0.3726023
Rock, The (1996)	Willy Wonka and the Chocolate Factory (1971)	0.3679209
L.A. Confidential (1997)	L.A. Confidential (1997)	1.0
L.A. Confidential (1997)	Full Monty, The (1997)	0.45262247
L.A. Confidential (1997)	Usual Suspects, The (1995)	0.40012103
L.A. Confidential (1997)	Jackie Brown (1997)	0.36225054
L.A. Confidential (1997)	Lone Star (1996)	0.34911564
L.A. Confidential (1997)	Titanic (1997)	0.3464194
L.A. Confidential (1997)	Ulee's Gold (1997)	0.3310761
L.A. Confidential (1997)	Good Will Hunting (1997)	0.3286902
L.A. Confidential (1997)	Apt Pupil (1998)	0.32609993
L.A. Confidential (1997)	English Patient, The (1996)	0.32505476
L.A. Confidential (1997)	Gattaca (1997)	0.32332087
Back to the Future (1985)	Back to the Future (1985)	1.0000001
Back to the Future (1985)	Indiana Jones and the Last Crusade (1989)	0.57470775
Back to the Future (1985)	Raiders of the Lost Ark (1981)	0.5475626
Back to the Future (1985)	Empire Strikes Back, The (1980)	0.52358055
Back to the Future (1985)	Die Hard (1988)	0.52291834
Back to the Future (1985)	Groundhog Day (1993)	0.5070727
Back to the Future (1985)	Sleepless in Seattle (1993)	0.4990562
Back to the Future (1985)	Terminator, The (1984)	0.4800702
Back to the Future (1985)	Terminator 2: Judgment Day (1991)	0.47332293
Back to the Future (1985)	Monty Python and the Holy Grail (1974)	0.46977335
Back to the Future (1985)	Blues Brothers, The (1980)	0.46320215
Indiana Jones and the Last Crusade (1989)	Indiana Jones and the Last Crusade (1989)	1.0
Indiana Jones and the Last Crusade (1989)	Raiders of the Lost Ark (1981)	0.67904514
Indiana Jones and the Last Crusade (1989)	Empire Strikes Back, The (1980)	0.67647195
Indiana Jones and the Last Crusade (1989)	Star Wars (1977)	0.5780304
Indiana Jones and the Last Crusade (1989)	Back to the Future (1985)	0.57470775
Indiana Jones and the Last Crusade (1989)	Return of the Jedi (1983)	0.52906626
Indiana Jones and the Last Crusade (1989)	Fugitive, The (1993)	0.516145
Indiana Jones and the Last Crusade (1989)	Monty Python and the Holy Grail (1974)	0.5037425
Indiana Jones and the Last Crusade (1989)	True Lies (1994)	0.4851734
Indiana Jones and the Last Crusade (1989)	Terminator 2: Judgment Day (1991)	0.4759721
Indiana Jones and the Last Crusade (1989)	Princess Bride, The (1987)	0.4732793
Usual Suspects, The (1995)	Usual Suspects, The (1995)	0.99999994
Usual Suspects, The (1995)	Shawshank Redemption, The (1994)	0.65098345
Usual Suspects, The (1995)	Pulp Fiction (1994)	0.6117845
Usual Suspects, The (1995)	Silence of the Lambs, The (1991)	0.5816658
Usual Suspects, The (1995)	Reservoir Dogs (1992)	0.4957644
Usual Suspects, The (1995)	Schindler's List (1993)	0.49052072
Usual Suspects, The (1995)	Seven (Se7en) (1995)	0.46831536
Usual Suspects, The (1995)	Fargo (1996)	0.46463823
Usual Suspects, The (1995)	Fugitive, The (1993)	0.46300372
Usual Suspects, The (1995)	It's a Wonderful Life (1946)	0.41898167
Usual Suspects, The (1995)	Aliens (1986)	0.41361043
Braveheart (1995)	Braveheart (1995)	1.0
Braveheart (1995)	Schindler's List (1993)	0.56067556
Braveheart (1995)	Forrest Gump (1994)	0.55977935
Braveheart (1995)	Raiders of the Lost Ark (1981)	0.5215515
Braveheart (1995)	Empire Strikes Back, The (1980)	0.50481045
Braveheart (1995)	Shawshank Redemption, The (1994)	0.5027013
Braveheart (1995)	Fugitive, The (1993)	0.46697056
Braveheart (1995)	Indiana Jones and the Last Crusade (1989)	0.45421118
Braveheart (1995)	Glory (1989)	0.4435208
Braveheart (1995)	Seven (Se7en) (1995)	0.44050527
Braveheart (1995)	Dances with Wolves (1990)	0.43617493
One Flew Over the Cuckoo's Nest (1975)	One Flew Over the Cuckoo's Nest (1975)	1.0000001
One Flew Over the Cuckoo's Nest (1975)	Amadeus (1984)	0.5607209
One Flew Over the Cuckoo's Nest (1975)	Schindler's List (1993)	0.54951674
One Flew Over the Cuckoo's Nest (1975)	Wizard of Oz, The (1939)	0.5233194
One Flew Over the Cuckoo's Nest (1975)	Silence of the Lambs, The (1991)	0.52270424
One Flew Over the Cuckoo's Nest (1975)	Apocalypse Now (1979)	0.52104425
One Flew Over the Cuckoo's Nest (1975)	Shawshank Redemption, The (1994)	0.51889616
One Flew Over the Cuckoo's Nest (1975)	Gandhi (1982)	0.50068104
One Flew Over the Cuckoo's Nest (1975)	Dead Poets Society (1989)	0.48351932
One Flew Over the Cuckoo's Nest (1975)	When Harry Met Sally... (1989)	0.48131135
One Flew Over the Cuckoo's Nest (1975)	Graduate, The (1967)	0.46987405
Independence Day (ID4) (1996)	Independence Day (ID4) (1996)	1.0000001
Independence Day (ID4) (1996)	Twister (1996)	0.55346
Independence Day (ID4) (1996)	Rock, The (1996)	0.51211923
Independence Day (ID4) (1996)	Mission: Impossible (1996)	0.45331076
Independence Day (ID4) (1996)	Star Trek: First Contact (1996)	0.42434588
Independence Day (ID4) (1996)	Mr. Holland's Opus (1995)	0.41295573
Independence Day (ID4) (1996)	Men in Black (1997)	0.41218218
